,confirmed,department,nation,operator,operators_departments,year
1452,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
1453,unconfirmed,Client,germany,Karen Harrington,german,2019
1454,unconfirmed,Business,france,Tristan Diaz,spanish,2019
1455,unconfirmed,Client,spain,Wesley Blanchard,german,2019
1456,unconfirmed,Client,spain,Kenneth Lee,italan,2019
1457,confirmed,Client,germany,Dennis David,french,2019
1458,unconfirmed,Client,spain,Zachary Henry,german,2019
1459,unconfirmed,Business,france,Wesley Blanchard,german,2019
1460,unconfirmed,Client,germany,Tammie Friedman,french,2019
1461,unconfirmed,Client,germany,Wesley Blanchard,german,2019
1462,unconfirmed,Client,germany,Denise Andrews,german,2019
1463,confirmed,Business,italy,Denise Andrews,german,2019
1464,confirmed,Business,italy,Wesley Blanchard,german,2019
1465,confirmed,Client,germany,James Rivera,spanish,2019
1466,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1467,unconfirmed,Business,germany,James Rivera,spanish,2019
1468,unconfirmed,Business,germany,Zachary Henry,german,2019
1469,confirmed,Client,france,Mr. Timothy Hall,italan,2019
1470,unconfirmed,Business,italy,Jerry Rivera,spanish,2019
1471,unconfirmed,Client,germany,Dennis David,french,2019
1472,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1473,unconfirmed,Client,germany,Denise Andrews,german,2019
1474,unconfirmed,Client,france,Tiffany Jones,spanish,2019
1475,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
1476,unconfirmed,Client,spain,Denise Andrews,german,2019
1477,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
1478,unconfirmed,Client,spain,James Rivera,spanish,2019
1479,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
1480,unconfirmed,Business,germany,Stephen Silva,german,2019
1481,unconfirmed,Client,germany,Tammie Friedman,french,2019
1482,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
1483,unconfirmed,Client,spain,Stephen Silva,german,2019
1484,unconfirmed,Business,italy,Stephen Silva,german,2019
1485,unconfirmed,Business,italy,Zachary Henry,german,2019
1486,unconfirmed,Client,france,James Rivera,spanish,2019
1487,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
1488,unconfirmed,Client,germany,Stephen Silva,german,2019
1489,unconfirmed,Client,spain,Kenneth Lee,italan,2019
1490,unconfirmed,Business,germany,Tammie Friedman,french,2019
1491,unconfirmed,Business,italy,Zachary Henry,german,2019
1492,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
1493,confirmed,Client,germany,Tiffany Jones,spanish,2019
1494,unconfirmed,Business,spain,Zachary Henry,german,2019
1495,unconfirmed,Business,spain,Stephen Silva,german,2019
1496,unconfirmed,Client,germany,Dennis David,french,2019
1497,unconfirmed,Client,spain,Dennis David,french,2019
1498,unconfirmed,Business,france,Denise Andrews,german,2019
1499,unconfirmed,Business,germany,Karen Harrington,german,2019
1500,unconfirmed,Business,spain,Dennis David,french,2019
1501,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
1502,unconfirmed,Business,italy,Karen Harrington,german,2019
1503,confirmed,Business,spain,Kristen Berry,spanish,2019
1504,unconfirmed,Business,italy,Denise Andrews,german,2019
1505,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
1506,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1507,confirmed,Client,spain,Stephen Silva,german,2019
1508,unconfirmed,Business,france,Zachary Henry,german,2019
1509,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
1510,unconfirmed,Business,spain,Kristen Berry,spanish,2019
1511,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
1512,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
1513,unconfirmed,Client,spain,Zachary Henry,german,2019
1514,confirmed,Client,germany,Denise Andrews,german,2019
1515,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
1516,confirmed,Client,germany,Tammie Friedman,french,2019
1517,unconfirmed,Business,germany,Denise Andrews,german,2019
1518,unconfirmed,Client,italy,Wesley Blanchard,german,2019
1519,unconfirmed,Client,germany,Wesley Blanchard,german,2019
1520,unconfirmed,Client,germany,Denise Andrews,german,2019
1521,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
1522,unconfirmed,Client,france,Kristen Berry,spanish,2019
1523,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
1524,unconfirmed,Business,italy,Dennis David,french,2019
1525,confirmed,Client,france,Jerry Rivera,spanish,2019
1526,unconfirmed,Client,spain,Dennis David,french,2019
1527,unconfirmed,Client,germany,Dennis David,french,2019
1528,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
1529,confirmed,Client,spain,Jerry Rivera,spanish,2019
1530,unconfirmed,Client,germany,Zachary Henry,german,2019
1531,unconfirmed,Client,germany,Zachary Henry,german,2019
1532,unconfirmed,Client,spain,James Rivera,spanish,2019
1533,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
1534,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
1535,unconfirmed,Client,spain,Tammie Friedman,french,2019
1536,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
1537,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
1538,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
1539,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
1540,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
1541,unconfirmed,Business,spain,Tammie Friedman,french,2019
1542,confirmed,Client,germany,Karen Harrington,german,2019
1543,unconfirmed,Business,france,Stephen Silva,german,2019
1544,unconfirmed,Client,spain,Zachary Henry,german,2019
1545,unconfirmed,Client,spain,Denise Andrews,german,2019
1546,unconfirmed,Client,italy,Zachary Henry,german,2019
1547,confirmed,Client,italy,Mr. Timothy Hall,italan,2019
1548,confirmed,Client,spain,Wesley Blanchard,german,2019
1549,unconfirmed,Business,germany,Denise Andrews,german,2019
1550,unconfirmed,Business,spain,Denise Andrews,german,2019
1551,unconfirmed,Client,italy,Zachary Henry,german,2019
1552,unconfirmed,Business,germany,Tammie Friedman,french,2019
1553,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
1554,unconfirmed,Client,germany,James Rivera,spanish,2019
1555,unconfirmed,Business,germany,Tammie Friedman,french,2019
1556,unconfirmed,Client,france,Dennis David,french,2019
1557,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
1558,unconfirmed,Client,spain,Wesley Blanchard,german,2019
1559,confirmed,Client,spain,James Rivera,spanish,2019
1560,confirmed,Business,italy,Denise Andrews,german,2019
1561,unconfirmed,Business,germany,Kenneth Lee,italan,2019
1562,unconfirmed,Client,france,Zachary Henry,german,2019
1563,unconfirmed,Client,italy,Tristan Diaz,spanish,2019
1564,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1565,unconfirmed,Business,italy,Wesley Blanchard,german,2019
1566,confirmed,Client,spain,Tiffany Jones,spanish,2019
1567,confirmed,Client,italy,Denise Andrews,german,2019
1568,unconfirmed,Business,germany,James Rivera,spanish,2019
1569,confirmed,Client,italy,Tiffany Jones,spanish,2019
1570,unconfirmed,Business,italy,Dennis David,french,2019
1571,confirmed,Client,france,James Rivera,spanish,2019
1572,unconfirmed,Client,italy,Kristen Berry,spanish,2019
1573,unconfirmed,Client,germany,Kenneth Lee,italan,2019
1574,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
1575,unconfirmed,Client,germany,Stephen Silva,german,2019
1576,confirmed,Client,france,Kenneth Lee,italan,2019
1577,unconfirmed,Client,spain,Zachary Henry,german,2019
1578,confirmed,Business,spain,Tammie Friedman,french,2019
1579,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
1580,unconfirmed,Business,germany,Dennis David,french,2019
1581,confirmed,Client,spain,Jerry Rivera,spanish,2019
1582,confirmed,Client,germany,Kenneth Lee,italan,2019
1583,unconfirmed,Client,germany,James Rivera,spanish,2019
1584,unconfirmed,Client,germany,Karen Harrington,german,2019
1585,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
1586,unconfirmed,Client,spain,Dennis David,french,2019
1587,unconfirmed,Business,spain,Wesley Blanchard,german,2019
1588,confirmed,Client,italy,Tammie Friedman,french,2019
1589,unconfirmed,Client,italy,Stephen Silva,german,2019
1590,unconfirmed,Client,france,Stephen Silva,german,2019
1591,unconfirmed,Client,france,Kenneth Lee,italan,2019
1592,unconfirmed,Client,italy,Zachary Henry,german,2019
1593,unconfirmed,Client,germany,Karen Harrington,german,2019
1594,unconfirmed,Client,spain,Zachary Henry,german,2019
1595,unconfirmed,Client,spain,Tammie Friedman,french,2019
1596,unconfirmed,Business,spain,Zachary Henry,german,2019
1597,unconfirmed,Client,italy,Tammie Friedman,french,2019
1598,unconfirmed,Business,france,Karen Harrington,german,2019
1599,confirmed,Client,france,Stephen Silva,german,2019
1600,unconfirmed,Client,france,Tammie Friedman,french,2019
1601,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
1602,confirmed,Client,spain,Stephen Silva,german,2019
1603,unconfirmed,Business,spain,Denise Andrews,german,2019
1604,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
1605,unconfirmed,Client,spain,Wesley Blanchard,german,2019
1606,confirmed,Client,germany,James Rivera,spanish,2019
1607,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
1608,unconfirmed,Client,france,James Rivera,spanish,2019
1609,unconfirmed,Business,spain,Dennis David,french,2019
1610,unconfirmed,Business,germany,Karen Harrington,german,2019
1611,unconfirmed,Client,italy,Tammie Friedman,french,2019
1612,confirmed,Client,germany,Tristan Diaz,spanish,2019
1613,unconfirmed,Business,germany,Kenneth Lee,italan,2019
1614,unconfirmed,Business,germany,Wesley Blanchard,german,2019
1615,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
1616,unconfirmed,Business,spain,Kenneth Lee,italan,2019
1617,unconfirmed,Business,germany,Zachary Henry,german,2019
1618,unconfirmed,Client,germany,Stephen Silva,german,2019
1619,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
1620,confirmed,Client,italy,Dennis David,french,2019
1621,unconfirmed,Business,germany,Tammie Friedman,french,2019
1622,unconfirmed,Client,france,Kristen Berry,spanish,2019
1623,unconfirmed,Client,spain,Wesley Blanchard,german,2019
1624,confirmed,Client,spain,Tammie Friedman,french,2019
1625,unconfirmed,Client,france,Tristan Diaz,spanish,2019
1626,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
1627,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
1628,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
1629,confirmed,Client,italy,Stephen Silva,german,2019
1630,unconfirmed,Client,france,Kristen Berry,spanish,2019
1631,unconfirmed,Client,france,Jerry Rivera,spanish,2019
1632,unconfirmed,Business,italy,Kristen Berry,spanish,2019
1633,unconfirmed,Client,france,Tiffany Jones,spanish,2019
1634,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
1635,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
1636,unconfirmed,Business,france,Tammie Friedman,french,2019
1637,unconfirmed,Business,germany,Zachary Henry,german,2019
1638,unconfirmed,Business,germany,James Rivera,spanish,2019
1639,unconfirmed,Business,germany,Zachary Henry,german,2019
1640,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1641,confirmed,Client,spain,James Rivera,spanish,2019
1642,unconfirmed,Business,france,Tristan Diaz,spanish,2019
1643,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
1644,unconfirmed,Client,germany,Stephen Silva,german,2019
1645,unconfirmed,Business,france,Tammie Friedman,french,2019
1646,unconfirmed,Client,germany,James Rivera,spanish,2019
1647,unconfirmed,Business,spain,Kristen Berry,spanish,2019
1648,confirmed,Client,germany,Wesley Blanchard,german,2019
1649,unconfirmed,Business,germany,James Rivera,spanish,2019
1650,unconfirmed,Client,france,Zachary Henry,german,2019
1651,unconfirmed,Client,germany,James Rivera,spanish,2019
1652,unconfirmed,Business,italy,Wesley Blanchard,german,2019
1653,unconfirmed,Business,germany,Dennis David,french,2019
1654,unconfirmed,Client,italy,Zachary Henry,german,2019
1655,unconfirmed,Client,france,Jerry Rivera,spanish,2019
1656,unconfirmed,Client,france,Wesley Blanchard,german,2019
1657,confirmed,Client,spain,Tammie Friedman,french,2019
1658,confirmed,Client,spain,Jerry Rivera,spanish,2019
1659,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
1660,confirmed,Business,italy,Stephen Silva,german,2019
1661,unconfirmed,Client,germany,Tammie Friedman,french,2019
1662,unconfirmed,Client,france,Tristan Diaz,spanish,2019
1663,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
1664,unconfirmed,Client,italy,Zachary Henry,german,2019
1665,unconfirmed,Business,italy,Jerry Rivera,spanish,2019
1666,unconfirmed,Client,italy,Wesley Blanchard,german,2019
1667,unconfirmed,Business,italy,Kenneth Lee,italan,2019
1668,unconfirmed,Business,germany,Denise Andrews,german,2019
1669,unconfirmed,Client,germany,Karen Harrington,german,2019
1670,unconfirmed,Business,spain,Dennis David,french,2019
1671,unconfirmed,Client,spain,Dennis David,french,2019
1672,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1673,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
1674,unconfirmed,Business,germany,Zachary Henry,german,2019
1675,unconfirmed,Client,germany,Denise Andrews,german,2019
1676,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1677,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
1678,unconfirmed,Client,italy,Tammie Friedman,french,2019
1679,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
1680,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
1681,unconfirmed,Business,france,Karen Harrington,german,2019
1682,confirmed,Client,italy,Stephen Silva,german,2019
1683,confirmed,Client,france,Tammie Friedman,french,2019
1684,unconfirmed,Business,italy,Denise Andrews,german,2019
1685,unconfirmed,Client,spain,Dennis David,french,2019
1686,unconfirmed,Business,germany,Zachary Henry,german,2019
1687,unconfirmed,Business,germany,Stephen Silva,german,2019
1688,unconfirmed,Client,italy,James Rivera,spanish,2019
1689,unconfirmed,Client,france,Zachary Henry,german,2019
1690,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
1691,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1692,unconfirmed,Business,france,Kenneth Lee,italan,2019
1693,unconfirmed,Business,france,Zachary Henry,german,2019
1694,confirmed,Business,germany,Kristen Berry,spanish,2019
1695,unconfirmed,Business,france,Stephen Silva,german,2019
1696,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
1697,unconfirmed,Client,germany,Dennis David,french,2019
1698,unconfirmed,Client,france,Zachary Henry,german,2019
1699,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
1700,confirmed,Business,france,Kristen Berry,spanish,2019
1701,unconfirmed,Client,italy,Tristan Diaz,spanish,2019
1702,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
1703,unconfirmed,Client,spain,Stephen Silva,german,2019
1704,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
1705,unconfirmed,Business,germany,Dennis David,french,2019
1706,unconfirmed,Business,spain,James Rivera,spanish,2019
1707,unconfirmed,Client,germany,Tammie Friedman,french,2019
1708,unconfirmed,Client,italy,Dennis David,french,2019
1709,unconfirmed,Client,france,Dennis David,french,2019
1710,unconfirmed,Client,germany,Tammie Friedman,french,2019
1711,unconfirmed,Client,germany,James Rivera,spanish,2019
1712,unconfirmed,Client,germany,Zachary Henry,german,2019
1713,confirmed,Client,spain,Tammie Friedman,french,2019
1714,unconfirmed,Client,italy,Kenneth Lee,italan,2019
1715,unconfirmed,Client,germany,Stephen Silva,german,2019
1716,confirmed,Client,spain,Denise Andrews,german,2019
1717,unconfirmed,Business,italy,Karen Harrington,german,2019
1718,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
1719,unconfirmed,Client,france,James Rivera,spanish,2019
1720,unconfirmed,Client,spain,Stephen Silva,german,2019
1721,unconfirmed,Business,france,Tammie Friedman,french,2019
1722,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1723,unconfirmed,Client,germany,Tammie Friedman,french,2019
1724,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
1725,unconfirmed,Business,france,Stephen Silva,german,2019
1726,unconfirmed,Business,italy,Kenneth Lee,italan,2019
1727,unconfirmed,Client,spain,Tammie Friedman,french,2019
1728,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
1729,confirmed,Client,italy,Wesley Blanchard,german,2019
1730,confirmed,Client,france,Denise Andrews,german,2019
1731,unconfirmed,Business,france,Zachary Henry,german,2019
1732,confirmed,Business,germany,Jerry Rivera,spanish,2019
1733,unconfirmed,Client,germany,Zachary Henry,german,2019
1734,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
1735,confirmed,Business,italy,Kristen Berry,spanish,2019
1736,unconfirmed,Business,italy,Stephen Silva,german,2019
1737,unconfirmed,Client,france,Jerry Rivera,spanish,2019
1738,unconfirmed,Business,germany,Wesley Blanchard,german,2019
1739,unconfirmed,Client,spain,Stephen Silva,german,2019
1740,unconfirmed,Client,france,Kenneth Lee,italan,2019
1741,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
1742,unconfirmed,Client,spain,Stephen Silva,german,2019
1743,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
1744,confirmed,Client,germany,Tiffany Jones,spanish,2019
1745,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
1746,confirmed,Client,germany,Stephen Silva,german,2019
1747,unconfirmed,Business,france,Tristan Diaz,spanish,2019
1748,confirmed,Client,italy,Denise Andrews,german,2019
1749,unconfirmed,Business,spain,Kristen Berry,spanish,2019
1750,confirmed,Client,france,Kenneth Lee,italan,2019
1751,unconfirmed,Business,spain,Stephen Silva,german,2019
1752,unconfirmed,Client,italy,Dennis David,french,2019
1753,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
1754,unconfirmed,Business,france,Stephen Silva,german,2019
1755,unconfirmed,Client,germany,James Rivera,spanish,2019
1756,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
1757,unconfirmed,Client,italy,Kenneth Lee,italan,2019
1758,confirmed,Client,spain,Karen Harrington,german,2019
1759,unconfirmed,Business,spain,James Rivera,spanish,2019
1760,unconfirmed,Client,germany,Zachary Henry,german,2019
1761,unconfirmed,Business,france,Stephen Silva,german,2019
1762,unconfirmed,Business,spain,Kenneth Lee,italan,2019
1763,unconfirmed,Client,italy,Zachary Henry,german,2019
1764,unconfirmed,Client,spain,Stephen Silva,german,2019
1765,confirmed,Client,germany,Tammie Friedman,french,2019
1766,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
1767,unconfirmed,Business,italy,Denise Andrews,german,2019
1768,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
1769,unconfirmed,Business,spain,Stephen Silva,german,2019
1770,unconfirmed,Client,germany,Kenneth Lee,italan,2019
1771,unconfirmed,Business,spain,Denise Andrews,german,2019
1772,unconfirmed,Client,spain,Zachary Henry,german,2019
1773,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
1774,unconfirmed,Business,spain,James Rivera,spanish,2019
1775,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
1776,unconfirmed,Business,france,Kristen Berry,spanish,2019
1777,unconfirmed,Client,germany,Stephen Silva,german,2019
1778,unconfirmed,Business,italy,James Rivera,spanish,2019
1779,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1780,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
1781,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
1782,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1783,unconfirmed,Client,france,Zachary Henry,german,2019
1784,unconfirmed,Client,germany,Karen Harrington,german,2019
1785,unconfirmed,Client,france,Tiffany Jones,spanish,2019
1786,unconfirmed,Business,france,Kenneth Lee,italan,2019
1787,confirmed,Client,france,Dennis David,french,2019
1788,unconfirmed,Client,germany,Dennis David,french,2019
1789,unconfirmed,Client,germany,Zachary Henry,german,2019
1790,confirmed,Business,germany,Kristen Berry,spanish,2019
1791,unconfirmed,Client,germany,Zachary Henry,german,2019
1792,unconfirmed,Business,italy,Zachary Henry,german,2019
1793,unconfirmed,Client,italy,James Rivera,spanish,2019
1794,unconfirmed,Business,france,Tristan Diaz,spanish,2019
1795,unconfirmed,Client,spain,Stephen Silva,german,2019
1796,unconfirmed,Business,france,Denise Andrews,german,2019
1797,unconfirmed,Client,france,Tiffany Jones,spanish,2019
1798,unconfirmed,Business,italy,Kenneth Lee,italan,2019
1799,unconfirmed,Business,spain,Zachary Henry,german,2019
1800,unconfirmed,Business,italy,Denise Andrews,german,2019
1801,unconfirmed,Client,italy,James Rivera,spanish,2019
1802,unconfirmed,Business,spain,James Rivera,spanish,2019
1803,confirmed,Client,france,Tristan Diaz,spanish,2019
1804,unconfirmed,Client,france,James Rivera,spanish,2019
1805,confirmed,Client,italy,James Rivera,spanish,2019
1806,unconfirmed,Business,spain,Kenneth Lee,italan,2019
1807,confirmed,Client,spain,Tammie Friedman,french,2019
1808,confirmed,Client,italy,Tiffany Jones,spanish,2019
1809,unconfirmed,Business,france,Karen Harrington,german,2019
1810,unconfirmed,Business,france,Kenneth Lee,italan,2019
1811,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
1812,unconfirmed,Business,italy,Karen Harrington,german,2019
1813,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1814,unconfirmed,Client,france,Wesley Blanchard,german,2019
1815,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1816,confirmed,Business,germany,Kenneth Lee,italan,2019
1817,confirmed,Business,spain,Mr. Timothy Hall,italan,2019
1818,unconfirmed,Client,spain,Zachary Henry,german,2019
1819,unconfirmed,Business,italy,Stephen Silva,german,2019
1820,confirmed,Business,spain,Wesley Blanchard,german,2019
1821,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
1822,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
1823,unconfirmed,Business,germany,Kenneth Lee,italan,2019
1824,unconfirmed,Business,italy,James Rivera,spanish,2019
1825,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
1826,confirmed,Client,spain,Stephen Silva,german,2019
1827,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
1828,unconfirmed,Business,italy,Karen Harrington,german,2019
1829,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
1830,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
1831,confirmed,Client,germany,Tristan Diaz,spanish,2019
1832,unconfirmed,Client,france,Kristen Berry,spanish,2019
1833,confirmed,Client,spain,Kenneth Lee,italan,2019
1834,unconfirmed,Client,italy,Dennis David,french,2019
1835,unconfirmed,Client,france,Stephen Silva,german,2019
1836,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
1837,confirmed,Client,france,Tiffany Jones,spanish,2019
1838,unconfirmed,Client,spain,Tammie Friedman,french,2019
1839,unconfirmed,Business,germany,Kenneth Lee,italan,2019
1840,unconfirmed,Business,france,Tristan Diaz,spanish,2019
1841,unconfirmed,Client,spain,Tammie Friedman,french,2019
1842,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1843,unconfirmed,Client,spain,Kristen Berry,spanish,2019
1844,unconfirmed,Business,france,Karen Harrington,german,2019
1845,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
1846,confirmed,Business,spain,Mr. Timothy Hall,italan,2019
1847,unconfirmed,Business,germany,Tammie Friedman,french,2019
1848,unconfirmed,Business,germany,Zachary Henry,german,2019
1849,unconfirmed,Business,italy,James Rivera,spanish,2019
1850,unconfirmed,Client,france,Karen Harrington,german,2019
1851,unconfirmed,Business,germany,Stephen Silva,german,2019
1852,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
1853,unconfirmed,Client,germany,Karen Harrington,german,2019
1854,unconfirmed,Business,spain,Karen Harrington,german,2019
1855,confirmed,Client,germany,Tiffany Jones,spanish,2019
1856,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
1857,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
1858,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
1859,confirmed,Client,spain,Stephen Silva,german,2019
1860,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
1861,unconfirmed,Client,germany,Kristen Berry,spanish,2019
1862,unconfirmed,Business,spain,Denise Andrews,german,2019
1863,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
1864,unconfirmed,Business,italy,Tammie Friedman,french,2019
1865,unconfirmed,Client,france,Stephen Silva,german,2019
1866,unconfirmed,Business,germany,Kristen Berry,spanish,2019
1867,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
1868,unconfirmed,Business,spain,James Rivera,spanish,2019
1869,unconfirmed,Business,france,Jerry Rivera,spanish,2019
1870,unconfirmed,Client,germany,Karen Harrington,german,2019
1871,unconfirmed,Client,france,Denise Andrews,german,2019
1872,confirmed,Client,italy,Tiffany Jones,spanish,2019
1873,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1874,unconfirmed,Business,germany,Zachary Henry,german,2019
1875,unconfirmed,Client,italy,Kristen Berry,spanish,2019
1876,unconfirmed,Client,france,Denise Andrews,german,2019
1877,confirmed,Client,france,Tristan Diaz,spanish,2019
1878,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
1879,unconfirmed,Business,germany,Wesley Blanchard,german,2019
1880,unconfirmed,Business,italy,Denise Andrews,german,2019
1881,unconfirmed,Client,france,Tristan Diaz,spanish,2019
1882,confirmed,Client,spain,Karen Harrington,german,2019
1883,unconfirmed,Business,germany,Zachary Henry,german,2019
1884,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
1885,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
1886,unconfirmed,Business,france,Karen Harrington,german,2019
1887,unconfirmed,Client,italy,Wesley Blanchard,german,2019
1888,confirmed,Client,italy,James Rivera,spanish,2019
1889,unconfirmed,Client,germany,Stephen Silva,german,2019
1890,unconfirmed,Client,france,Karen Harrington,german,2019
1891,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
1892,unconfirmed,Client,germany,Tammie Friedman,french,2019
1893,confirmed,Client,germany,Wesley Blanchard,german,2019
1894,unconfirmed,Business,france,Mr. Timothy Hall,italan,2019
1895,unconfirmed,Client,spain,James Rivera,spanish,2019
1896,unconfirmed,Business,france,Denise Andrews,german,2019
1897,unconfirmed,Client,italy,James Rivera,spanish,2019
1898,unconfirmed,Business,italy,Kenneth Lee,italan,2019
1899,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
1900,unconfirmed,Business,germany,James Rivera,spanish,2019
1901,confirmed,Client,france,Tammie Friedman,french,2019
1902,confirmed,Client,italy,Stephen Silva,german,2019
1903,unconfirmed,Client,germany,Kristen Berry,spanish,2019
1904,unconfirmed,Business,italy,Stephen Silva,german,2019
1905,unconfirmed,Client,spain,Zachary Henry,german,2019
1906,confirmed,Client,germany,Jerry Rivera,spanish,2019
1907,unconfirmed,Client,germany,Kristen Berry,spanish,2019
1908,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1909,unconfirmed,Business,france,James Rivera,spanish,2019
1910,unconfirmed,Client,spain,Stephen Silva,german,2019
1911,unconfirmed,Client,germany,Dennis David,french,2019
1912,unconfirmed,Client,france,Denise Andrews,german,2019
1913,unconfirmed,Business,germany,Karen Harrington,german,2019
1914,unconfirmed,Client,france,Wesley Blanchard,german,2019
1915,unconfirmed,Client,germany,Kenneth Lee,italan,2019
1916,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
1917,unconfirmed,Business,spain,Karen Harrington,german,2019
1918,unconfirmed,Client,italy,Dennis David,french,2019
1919,confirmed,Client,spain,Tiffany Jones,spanish,2019
1920,unconfirmed,Business,france,Dennis David,french,2019
